RA,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Fase,Pedra,Idade,Gênero,Atingiu PV,IPP,Escola,Ano,Tipo_Escola,Risco_Defasagem,delta_IDA,is_new
RA-328,10.0,7.0,7.5,5.3,7.5,5.0,6.823,2,Ametista,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-329,7.4,6.9,4.4,5.0,5.778,10.0,6.313,2,Ametista,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-33,0.0,4.6,7.5,4.8,6.0,5.0,4.952,6,Ágata,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-330,9.5,8.8,7.5,2.5,7.056,5.0,6.446,2,Ágata,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-330,9.6,7.2,6.89,3.3,5.8275,5.0,6.084875,FASE 3,Agata,,Feminino,,6.71875,,2023,Privada,1,0.7999999999999998,0
RA-331,9.0,8.7,7.5,3.7,6.944,5.0,6.636,2,Ametista,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-331,9.6,8.6,2.52,5.2,6.7975,10.0,7.039791667,FASE 3,Ametista,13.0,Feminino,,7.03125,,2023,Privada,0,1.5,0
RA-331,8.751,7.735353535333334,8.755,3.5,5.62,5.0,6.231045707066668,3B,Agata,14.0,Feminino,,6.09375,EE Leonice de Aquino Oliveira,2024,Pública,1,-1.7000000000000002,0
RA-332,9.5,9.0,8.1,7.5,8.5,5.0,7.883,2,Ametista,13.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-332,9.2,8.4,8.76,6.8,9.175,5.0,8.002591667,FASE 3,Topázio,,Masculino,,8.28125,,2023,Privada,1,-0.7000000000000002,0
RA-332,9.585,7.605358505000001,9.38,7.0,8.706,10.0,8.421271701,4A,Topázio,15.0,Masculino,,8.625,Colégio Arco Íris Evolução,2024,Privada,0,0.20000000000000018,0
RA-333,8.0,5.8,3.8,2.9,6.722,5.0,5.249,2,Ágata,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-334,6.9,9.2,4.4,8.0,8.722,10.0,7.961,2,Topázio,11.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-335,9.5,9.4,7.5,7.4,6.833,10.0,7.902,2,,10.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-336,9.5,8.5,4.4,5.1,7.889,5.0,6.787,2,Ametista,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-336,0.0,7.5,6.89,5.1,7.255,5.0,5.887708333,FASE 3,Quartzo,14.0,Masculino,,7.34375,,2023,Privada,1,0.0,0
RA-336,7.5,5.512100409000001,6.26,5.833333333333333,7.196,10.0,6.834286748466667,4A,Agata,15.0,Masculino,,7.5,EE Mario Francisco de Amorim,2024,Pública,0,0.7333333333333334,0
RA-337,10.0,9.3,7.5,5.8,7.611,10.0,7.914,2,,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-338,8.5,7.3,7.5,5.8,7.611,5.0,6.837,2,Ametista,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-338,8.3,9.1,7.52,6.7,8.38,10.0,8.287441667,FASE 3,Topázio,,Masculino,,8.59375,,2023,Privada,0,0.9000000000000004,0
RA-338,9.168,7.441643324,7.51,6.833333333333333,8.8375,10.0,8.052795331466667,4B,Topázio,14.0,Masculino,,7.625,EE Leonice de Aquino Oliveira,2024,Pública,0,0.13333333333333286,0
RA-339,6.9,9.9,7.5,8.1,8.889,10.0,8.488,2,Topázio,11.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-339,0.0,8.9,7.52,7.1,8.255,10.0,7.377583333,FASE 3,Ametista,,Feminino,,7.8125,,2023,Privada,0,-1.0,0
RA-339,7.5,7.155537064000001,5.635,8.166666666666666,7.668,10.0,7.711540746133334,4A,Ametista,13.0,Feminino,,8.0,EE Leonice de Aquino Oliveira,2024,Pública,0,1.0666666666666664,0
RA-34,9.6,4.8,8.1,3.8,7.278,5.0,6.259,6,Ametista,17.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-34,,,,,,10.0,,FASE 8,,,Masculino,,,,2023,Privada,0,0.0,0
RA-340,9.0,8.2,7.5,6.5,7.667,10.0,7.721,2,Ametista,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-340,0.0,9.6,2.52,8.9,8.505,5.0,7.059666667,FASE 2,Ametista,,Masculino,,9.166666667,,2023,Privada,1,2.4000000000000004,0
RA-340,7.917,6.585769980666666,7.51,5.166666666666667,5.83,10.0,6.715437329466668,3D,Agata,13.0,Masculino,,6.5625,EE Alexandre Rodrigues Nogueira,2024,Pública,0,-3.7333333333333334,0
RA-341,8.0,7.7,7.5,5.8,7.5,5.0,6.854,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-342,9.0,6.7,7.5,6.6,7.5,5.0,6.941,2,,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-342,7.5,8.6,7.52,6.6,8.505,5.0,7.539875,FASE 3,Ametista,15.0,Feminino,,7.96875,,2023,Privada,1,0.0,0
RA-342,8.751,7.728174603333334,6.26,4.5,7.723333333,5.0,6.757026587266667,4C,Agata,16.0,Feminino,,7.65625,EE Mario Francisco de Amorim,2024,Pública,1,-2.0999999999999996,0
RA-343,9.5,7.4,7.5,5.9,7.167,5.0,6.9,2,Ametista,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-343,9.2,7.2,6.26,5.7,6.9225,5.0,6.779591667,FASE 3,Agata,,Masculino,,7.65625,,2023,Privada,1,-0.20000000000000018,0
RA-344,8.5,8.3,7.5,4.5,7.5,10.0,7.263,2,Topázio,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-345,9.5,5.4,5.6,3.6,6.667,5.0,5.75,2,,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-345,8.8,6.8,6.26,4.6,7.1725,5.0,6.534766667,FASE 3,Agata,,Masculino,,8.125,,2023,Privada,1,0.9999999999999996,0
RA-346,10.0,9.1,7.5,7.0,7.889,10.0,8.143,2,,10.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-346,0.0,9.4,8.14,6.2,7.84,10.0,7.305541667,FASE 3,Ametista,,Masculino,,7.96875,,2023,Privada,0,-0.7999999999999998,0
RA-346,10.002,9.149206349333333,2.51,6.166666666666667,8.2525,10.0,7.761749603200001,3A,Ametista,12.0,Masculino,,7.96875,Rede Decisão - Unidade União,2024,Privada,0,-0.033333333333333215,0
RA-347,9.0,10.0,5.6,8.5,8.0,5.0,7.908,2,Topázio,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-347,6.7,9.5,2.52,7.3,7.7925,10.0,7.61835,FASE 3,Ametista,13.0,Feminino,,7.8125,,2023,Privada,0,-1.2000000000000002,0
RA-347,8.751,9.673046251999999,6.885,7.666666666666667,7.766,10.0,8.384742583733333,4A,Topázio,14.0,Feminino,,8.0,EE Leonice de Aquino Oliveira,2024,Pública,0,0.36666666666666714,0
RA-348,9.0,8.7,7.5,1.8,5.833,5.0,5.864,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-348,10.0,8.7,2.52,4.4,8.0075,5.0,6.817866667,FASE 2,Agata,,Masculino,,8.541666667,,2023,Privada,1,2.6000000000000005,0
RA-349,9.5,7.7,7.5,3.7,3.944,5.0,5.658,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-35,10.0,9.6,9.4,8.5,10.0,5.0,8.965,6,Ametista,17.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-35,,,,,,10.0,,FASE 8,,18.0,Feminino,,,,2023,Privada,0,0.0,0
RA-35,,0.0,,,,10.0,,8E,,19.0,Feminino,,,ESPM,2024,Privada,0,0.0,0
RA-350,10.0,8.8,7.5,6.5,8.611,10.0,8.206,2,,11.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-350,10.0,9.7,2.52,9.0,7.92,5.0,7.972033333,FASE 2,Ametista,,Feminino,,8.958333333,,2023,Privada,1,2.5,0
RA-351,9.0,7.2,7.5,4.0,8.111,5.0,6.622,2,,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-352,9.0,8.1,5.6,7.0,8.389,10.0,7.834,2,Ametista,11.0,Masculino,Sim,,,2022,Privada,0,0.0,1
RA-352,9.2,8.1,6.26,7.2,7.17,10.0,7.840341667,FASE 3,Ametista,12.0,Masculino,,7.96875,,2023,Privada,0,0.20000000000000018,0
RA-352,8.334,4.453748006333333,6.26,3.1666666666666665,6.7925,10.0,5.9794829346,4B,Quartzo,13.0,Masculino,,6.375,EE Loris Nassif Mattar Profa,2024,Pública,0,-4.033333333333333,0
RA-353,7.0,10.0,7.5,7.5,8.444,10.0,8.264,2,,11.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-353,8.8,9.9,2.52,8.4,8.67,10.0,8.309016667,FASE 3,Topázio,12.0,Feminino,,7.8125,,2023,Privada,0,0.9000000000000004,0
RA-354,8.5,4.3,7.5,4.5,7.333,5.0,5.858,2,Ametista,13.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-355,5.8,5.0,7.5,4.5,6.056,5.0,5.379,2,Ametista,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-356,10.0,8.4,5.0,4.6,8.278,5.0,6.69,2,Topázio,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-356,9.2,8.5,2.52,3.4,6.5025,10.0,6.452008333,FASE 3,Agata,,Masculino,,6.09375,,2023,Privada,0,-1.1999999999999997,0
RA-356,8.334,6.656346749333334,5.635,5.333333333333333,6.5375,10.0,6.627336016533334,4B,Agata,14.0,Masculino,,5.25,EE Alexandre Rodrigues Nogueira,2024,Pública,0,1.9333333333333331,0
RA-357,8.0,9.6,7.5,8.5,7.778,5.0,7.836,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-357,8.5,9.6,7.52,8.7,8.23,5.0,8.2832,FASE 2,Topázio,13.0,Masculino,,8.75,,2023,Privada,1,0.1999999999999993,0
RA-357,8.751,9.028180354333333,8.135,7.666666666666667,7.0825,5.0,7.731569404200001,3I,Ametista,14.0,Masculino,,7.875,EE Joaquim Mendes Feliz,2024,Pública,1,-1.0333333333333323,0
RA-358,7.5,6.5,7.5,0.0,7.556,5.0,5.412,2,,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-359,9.0,7.0,7.5,4.6,7.5,5.0,6.606,2,Ametista,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-359,9.6,9.2,2.52,5.8,8.255,10.0,7.627125,FASE 3,Ametista,13.0,Feminino,,7.65625,,2023,Privada,0,1.2000000000000002,0
RA-359,9.168,7.162698412666667,6.26,5.5,8.333333333,10.0,7.492006349133335,4C,Ametista,14.0,Feminino,,7.5,EE Joaquim Mendes Feliz,2024,Pública,0,-0.2999999999999998,0
RA-36,9.2,9.0,6.9,6.8,8.944,5.0,7.876,6,Topázio,17.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-36,,,,,,10.0,,FASE 8,,18.0,Feminino,,,,2023,Privada,0,0.0,0
RA-36,,0.0,,,,10.0,,8E,,19.0,Feminino,,,Universidade Santo Amaro (UNISA),2024,Privada,0,0.0,0
RA-360,9.5,8.5,7.5,5.2,7.5,5.0,7.075,2,Ametista,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-360,0.0,7.3,2.52,4.3,7.4225,10.0,5.790875,FASE 3,Quartzo,13.0,Feminino,,7.34375,,2023,Privada,0,-0.9000000000000004,0
RA-360,8.334,5.618045113,5.0,5.833333333333333,6.993333333,5.0,6.293175689166667,3C,Agata,14.0,Feminino,,7.708333333,EE Paschoal Carlos Magno,2024,Pública,1,1.5333333333333332,0
RA-361,7.9,9.2,6.3,5.0,6.778,5.0,6.731,2,,13.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-362,8.5,7.9,7.5,7.9,7.5,5.0,7.413,2,Ágata,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-362,0.0,7.5,7.52,5.1,7.0875,10.0,6.392625,FASE 3,Agata,13.0,Feminino,,7.03125,,2023,Privada,0,-2.8000000000000007,0
RA-363,10.0,10.0,6.9,2.0,7.056,5.0,6.644,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-363,0.0,9.9,2.52,6.8,8.673333333,5.0,6.680833333,FASE 2,Agata,13.0,Masculino,,8.541666667,,2023,Privada,1,4.8,0
RA-363,9.585,9.523809524,5.625,5.333333333333333,6.955,10.0,7.617803571466666,3D,Ametista,14.0,Masculino,,7.34375,Colégio Nogueira e Sonho de Criança,2024,Privada,0,-1.4666666666666668,0
RA-364,9.5,10.0,7.5,8.8,8.167,10.0,8.75,2,Ametista,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-364,8.8,9.0,6.89,5.8,7.505,10.0,7.734891667,FASE 3,Ametista,,Masculino,,7.03125,,2023,Privada,0,-3.000000000000001,0
RA-364,8.751,9.526143791,7.51,7.5,7.2075,10.0,8.2697037582,3G,Topázio,13.0,Masculino,,7.96875,EE Leonice de Aquino Oliveira,2024,Pública,0,1.7000000000000002,0
RA-365,8.0,10.0,5.0,7.8,7.833,10.0,8.063,2,,10.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-365,10.0,9.9,2.52,8.7,8.953333333,10.0,8.6587,FASE 2,Topázio,10.0,Feminino,,8.958333333,,2023,Privada,0,0.8999999999999995,0
RA-365,9.585,10.0,7.51,6.666666666666667,8.202,10.0,8.526983333333334,3H,Topázio,11.0,Feminino,,8.4375,EE Loris Nassif Mattar Profa,2024,Pública,0,-2.0333333333333323,0
RA-366,9.5,9.4,7.5,5.5,6.833,5.0,7.181,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-367,8.5,7.4,6.3,6.7,7.5,5.0,6.95,2,Topázio,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-367,8.8,8.7,2.52,5.9,7.7925,10.0,7.38685,FASE 3,Ametista,12.0,Feminino,,7.8125,,2023,Privada,0,-0.7999999999999998,0
RA-367,9.168,7.268170426,6.26,5.0,7.6275,10.0,7.209434085200001,4B,Ametista,13.0,Feminino,,6.875,EE Leonice de Aquino Oliveira,2024,Pública,0,-0.9000000000000004,0
RA-368,8.0,7.9,5.0,7.3,7.5,5.0,6.969,2,Ametista,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-368,0.0,7.7,2.52,6.7,7.34,5.0,5.796458333,FASE 3,Quartzo,,Masculino,,7.03125,,2023,Privada,1,-0.5999999999999996,0
RA-368,7.917,6.166666666666667,7.51,7.0,6.7025,5.0,6.782158333333333,3G,Agata,15.0,Masculino,,7.65625,EE João Ortiz Rodrigues,2024,Pública,1,0.2999999999999998,0
RA-369,9.0,6.9,7.5,4.8,6.889,10.0,6.973,2,,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-369,10.0,4.1,5.0,4.0,7.726666667,5.0,6.0197,FASE 2,Agata,,Masculino,,8.541666667,,2023,Privada,1,-0.7999999999999998,0
RA-369,8.751,4.908119658333334,7.51,1.6666666666666667,5.428,10.0,5.667282265,3H,Quartzo,13.0,Masculino,,6.40625,EE Leonice de Aquino Oliveira,2024,Pública,0,-2.333333333333333,0
RA-37,0.0,5.4,5.0,5.9,5.222,5.0,4.95,6,Ametista,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-370,8.5,8.2,5.0,7.2,7.611,5.0,7.066,2,Ametista,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-371,9.5,8.0,6.9,8.4,7.667,10.0,8.112,2,,10.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-372,8.5,5.5,6.9,7.8,7.389,10.0,7.304,2,,10.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-373,6.4,9.5,5.0,7.3,6.944,10.0,7.503,2,,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-373,0.0,9.7,2.52,8.4,7.84,5.0,6.805,FASE 2,Agata,,Masculino,,8.75,,2023,Privada,1,1.1000000000000005,0
RA-374,9.0,9.8,7.5,6.9,7.944,5.0,7.747,2,,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-374,8.8,8.3,5.63,5.4,7.9175,10.0,7.533891667,FASE 3,Ametista,13.0,Feminino,,7.65625,,2023,Privada,0,-1.5,0
RA-375,9.0,9.5,7.5,5.4,7.667,10.0,7.831,2,Topázio,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-375,0.0,9.9,5.0,7.9,8.283333333,5.0,7.070833333,FASE 2,Ametista,12.0,Masculino,,8.541666667,,2023,Privada,1,2.5,0
RA-375,9.585,9.443589743666667,7.51,6.833333333333333,6.432,10.0,7.970034615400001,3H,Ametista,13.0,Masculino,,7.1875,EE Leonice de Aquino Oliveira,2024,Pública,0,-1.0666666666666673,0
RA-376,9.0,9.0,7.5,4.3,7.5,5.0,6.957,2,Ametista,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-376,8.5,9.6,2.52,5.9,8.226666667,5.0,7.1392,FASE 2,Ametista,,Feminino,,7.916666667,,2023,Privada,1,1.6000000000000005,0
RA-376,10.002,8.287284610666667,2.51,2.8333333333333335,6.325,5.0,5.896573588800001,3G,Quartzo,14.0,Feminino,,6.5625,EE Leonice de Aquino Oliveira,2024,Pública,1,-3.066666666666667,0
RA-377,9.0,7.7,5.6,6.2,6.833,5.0,6.743,2,,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-377,9.6,7.6,5.0,4.8,7.6275,10.0,7.205041667,FASE 3,Ametista,13.0,Feminino,,7.34375,,2023,Privada,0,-1.4000000000000004,0
RA-377,9.168,7.698412698333333,7.51,5.166666666666667,7.634,10.0,7.480115873000001,4F,Ametista,14.0,Feminino,,7.125,EE João Ortiz Rodrigues,2024,Pública,0,0.36666666666666714,0
RA-378,9.0,6.8,5.6,8.1,7.889,5.0,7.203,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-379,8.5,8.1,7.5,5.0,6.778,5.0,6.722,2,,13.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-38,9.2,8.9,7.5,8.6,9.833,5.0,8.523,6,Ametista,17.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-38,9.6,9.7,7.52,7.7,8.8825,10.0,8.835333333,FASE 7,Topázio,17.0,Feminino,,8.75,,2023,Privada,0,-0.8999999999999995,0
RA-38,,0.0,,,,10.0,,8F,,18.0,Feminino,,,Universidade Santo Amaro (UNISA),2024,Privada,0,0.0,0
RA-380,7.9,4.4,5.0,2.5,4.833,5.0,4.556,2,Ametista,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-380,0.0,6.4,2.52,4.5,6.5425,5.0,4.912375,FASE 3,Quartzo,14.0,Masculino,,6.71875,,2023,Privada,1,2.0,0
RA-381,9.0,8.3,6.9,3.3,6.944,5.0,6.454,2,Ágata,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-381,0.0,8.4,6.89,3.9,6.84,5.0,5.758041667,FASE 3,Quartzo,,Masculino,,7.34375,,2023,Privada,1,0.6000000000000001,0
RA-381,8.334,6.133333333333333,7.51,3.6666666666666665,6.1225,5.0,5.940775,3G,Quartzo,15.0,Masculino,,6.71875,EE Alexandre Rodrigues Nogueira,2024,Pública,1,-0.2333333333333334,0
RA-382,9.0,7.7,6.3,5.4,7.333,5.0,6.777,2,Ametista,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-382,0.0,9.4,6.26,5.2,7.1725,5.0,6.223833333,FASE 3,Agata,15.0,Masculino,,7.5,,2023,Privada,1,-0.20000000000000018,0
RA-382,9.168,6.324561403666666,5.63,3.0,6.43,5.0,5.805712280733333,4F,Quartzo,16.0,Masculino,,6.75,EE Alexandre Rodrigues Nogueira,2024,Pública,1,-2.2,0
RA-383,9.0,9.6,7.5,8.1,7.778,10.0,8.4,2,Topázio,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-383,9.2,8.8,3.14,6.5,7.5,10.0,7.5408,FASE 3,Ametista,12.0,Masculino,,7.5,,2023,Privada,0,-1.5999999999999996,0
RA-383,9.168,8.600288600333334,7.51,5.833333333333333,8.47,10.0,8.036024386733335,4F,Topázio,13.0,Masculino,,7.875,EE João Ortiz Rodrigues,2024,Pública,0,-0.666666666666667,0
RA-384,9.0,8.4,6.3,8.1,8.0,5.0,7.558,2,Ametista,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-384,0.0,9.1,2.52,7.3,7.335,10.0,6.757958333,FASE 3,Agata,,Feminino,,7.65625,,2023,Privada,0,-0.7999999999999998,0
RA-384,7.5,8.607503607333333,7.51,7.5,7.936,10.0,8.072200721466668,4F,Topázio,14.0,Feminino,,7.625,EE João Ortiz Rodrigues,2024,Pública,0,0.20000000000000018,0
RA-385,7.4,7.5,5.0,4.9,6.5,5.0,6.083,2,,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-386,10.0,5.9,5.6,4.0,7.222,5.0,6.104,2,Ágata,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-386,9.2,7.0,2.52,3.3,6.6325,5.0,5.758425,FASE 3,Quartzo,,Masculino,,7.03125,,2023,Privada,1,-0.7000000000000002,0
RA-387,7.0,8.2,7.5,3.7,6.833,5.0,6.323,2,Ágata,13.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-387,0.0,6.8,2.52,3.0,7.0075,5.0,4.794333333,FASE 3,Quartzo,14.0,Masculino,,6.875,,2023,Privada,1,-0.7000000000000002,0
RA-387,7.5,7.166666666666667,7.51,4.333333333333333,5.9975,5.0,6.125500000000001,3G,Agata,15.0,Masculino,,6.25,EE Leonice de Aquino Oliveira,2024,Pública,1,1.333333333333333,0
RA-388,7.9,8.5,5.6,4.5,7.722,5.0,6.654,2,Ágata,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-388,0.0,7.4,5.63,4.2,7.835,5.0,5.630833333,FASE 3,Quartzo,15.0,Feminino,,6.875,,2023,Privada,1,-0.2999999999999998,0
RA-388,7.5,6.349206349,7.51,4.333333333333333,5.764,5.0,5.965307936466667,4F,Quartzo,16.0,Feminino,,6.75,EE Joaquim Mendes Feliz,2024,Pública,1,0.13333333333333286,0
RA-389,8.0,8.9,7.5,3.5,7.556,10.0,7.184,2,Ametista,11.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-389,0.0,8.2,2.52,8.2,8.95,5.0,6.687,FASE 2,Agata,,Masculino,,8.75,,2023,Privada,1,4.699999999999999,0
RA-389,9.585,6.674358974333333,8.76,5.166666666666667,6.745,10.0,7.2079551282,3G,Ametista,13.0,Masculino,,6.5625,EE João Ortiz Rodrigues,2024,Pública,0,-3.0333333333333323,0
RA-39,0.0,4.8,6.9,6.9,6.111,10.0,6.033,6,Ametista,16.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-39,9.6,9.1,7.52,7.8,8.7575,10.0,8.710333333,FASE 7,Topázio,17.0,Feminino,,8.75,,2023,Privada,0,0.8999999999999995,0
RA-39,,0.0,,,,10.0,,8F,,18.0,Feminino,,,Universidade Santo Amaro (UNISA),2024,Privada,0,0.0,0
RA-390,7.4,8.8,6.3,4.7,7.722,5.0,6.776,2,,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-390,7.9,8.8,2.52,4.8,7.005,10.0,6.905741667,FASE 3,Agata,,Feminino,,7.34375,,2023,Privada,0,0.09999999999999964,0
RA-390,7.5,6.080701754333333,8.755,4.166666666666667,6.08,10.0,6.5472236842000004,3G,Agata,13.0,Feminino,,6.5625,EE João Ortiz Rodrigues,2024,Pública,0,-0.6333333333333329,0
RA-391,10.0,8.1,7.5,5.1,8.056,5.0,7.117,2,,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-391,7.9,7.5,2.52,3.5,7.585,10.0,6.5107,FASE 3,Agata,,Feminino,,7.5,,2023,Privada,0,-1.5999999999999996,0
RA-392,9.5,8.8,5.6,4.8,6.778,5.0,6.418,2,,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-392,9.6,9.5,2.52,4.6,7.17,5.0,6.567208333,FASE 3,Agata,15.0,Masculino,,6.09375,,2023,Privada,1,-0.20000000000000018,0
RA-392,9.585,5.414731682,5.635,1.0,3.545,5.0,4.3639463364,4B,Quartzo,16.0,Masculino,,3.5,EE Alexandre Rodrigues Nogueira,2024,Pública,1,-3.5999999999999996,0
RA-393,10.0,5.4,5.0,4.6,6.778,2.5,5.518,2,Ágata,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-394,9.5,8.6,7.5,5.9,8.444,10.0,7.897,2,,11.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-395,9.0,8.9,7.5,4.9,8.333,10.0,7.683,2,Ametista,11.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-395,9.2,8.6,2.52,6.0,7.9175,10.0,7.469175,FASE 3,Ametista,12.0,Feminino,,7.96875,,2023,Privada,0,1.0999999999999996,0
RA-395,8.751,6.921693121666666,6.26,4.333333333333333,8.464,10.0,7.169905291000001,4F,Ametista,13.0,Feminino,,7.25,EE Olivia de Faria Nogueira,2024,Pública,0,-1.666666666666667,0
RA-396,9.0,8.0,6.3,5.6,6.556,5.0,6.556,2,,12.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-397,9.0,5.7,6.9,2.8,7.167,5.0,5.852,2,Quartzo,14.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-397,7.5,7.9,2.52,4.6,7.465,5.0,6.207083333,FASE 4,Agata,15.0,Feminino,,7.1875,,2023,Privada,1,1.7999999999999998,0
RA-397,7.918,7.885292942666666,5.63,5.666666666666667,7.398,5.0,6.807291921866668,4A,Agata,16.0,Feminino,,7.625,EE Paschoal Carlos Magno,2024,Pública,1,1.0666666666666673,0
RA-398,9.0,9.3,7.5,5.5,7.5,10.0,7.742,2,,10.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-398,6.7,8.1,2.52,6.5,7.7925,10.0,7.153766667,FASE 3,Ametista,,Feminino,,7.5,,2023,Privada,0,1.0,0
RA-398,7.083,5.733333333333333,7.51,8.0,6.553333333,10.0,7.2457999999666685,3U,Ametista,12.0,Feminino,,7.291666667,EE Donizetti Aparecido Leite Professor,2024,Pública,0,1.5,0
RA-399,6.8,9.3,5.6,4.3,7.5,5.0,6.58,2,,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-399,7.9,8.2,2.52,4.7,8.165,10.0,7.000033333,FASE 3,Ametista,,Feminino,,7.5,,2023,Privada,0,0.40000000000000036,0
RA-4,8.8,4.5,5.6,5.0,5.278,10.0,5.951,7,Ametista,17.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-40,7.9,7.8,7.5,6.8,7.75,5.0,7.203,5,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-40,7.5,8.2,7.52,5.9,7.755,5.0,7.169975,FASE 6,Ametista,17.0,Feminino,,7.96875,,2023,Privada,1,-0.8999999999999995,0
RA-40,7.083,7.211257310000001,8.13,5.333333333333333,6.276666667,10.0,7.098051462066667,7A,Ametista,18.0,Feminino,,8.125,Colégio Arco Íris Evolução,2024,Privada,0,-0.5666666666666673,0
RA-400,9.0,8.5,5.0,1.7,7.444,5.0,6.042,2,Ágata,14.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-400,9.2,9.0,2.52,4.1,7.375,5.0,6.529425,FASE 3,Agata,,Masculino,,7.65625,,2023,Privada,1,2.3999999999999995,0
RA-401,6.9,9.6,7.5,4.3,6.722,5.0,6.645,2,,12.0,Feminino,Não,,,2022,Privada,1,0.0,1
